Company Name,Company Location,Ratting,Reviews,Company Type,Reason For Review
Skill Lync,Chennai +17 other locations,3.2,(787),EdTech,"Job Security, Promotions / Appraisal, Work Satisfaction"
Sona Comstar,Gurgaon / Gurugram +23 other locations,4.0,(788),Auto Components,"Company Culture, Work Life Balance, Job Security"
Fluor Corporation,Gurgaon / Gurugram +24 other locations,4.1,(787),Engineering & Construction,"Work Life Balance, Salary & Benefits, Company Culture"
JSW Paints,Mumbai +155 other locations,3.8,(785),Chemicals,Promotions / Appraisal
Apar Industries,Mumbai +68 other locations,4.1,(784),Semiconductors,"Salary & Benefits, Company Culture, Work Life Balance"
M3M India,Gurgaon / Gurugram +9 other locations,4.0,(783),Real Estate,"Salary & Benefits, Work Life Balance, Company Culture"
Intex Technologies,New Delhi +75 other locations,3.9,(782),Consumer Electronics & Appliances,Work Life Balance
Investors Clinic,Noida +33 other locations,3.8,(782),Real Estate,"Work Life Balance, Skill Development / Learning"
eTeam,Bangalore / Bengaluru +20 other locations,3.2,(782),Recruitment,"Promotions / Appraisal, Job Security, Company Culture"
Edubridge Learning,Mumbai +63 other locations,4.0,(781),EdTech,"Skill Development / Learning, Company Culture, Work Life Balance"
Union Bank of India,Mumbai +146 other locations,3.8,(781),Banking,Job Security
Rohan Builders,Pune +68 other locations,4.1,(781),Real Estate,"Company Culture, Job Security, Skill Development / Learning"
Fedbank Financial Services,Mumbai +160 other locations,4.0,(782),NBFC,"Salary & Benefits, Company Culture, Work Life Balance"
Northcorp Software,Gurgaon / Gurugram +7 other locations,4.8,(780),IT Services & Consulting,"Work Life Balance, Work Satisfaction, Job Security"
IDEMIA,Noida +48 other locations,3.8,(780),Electronics Manufacturing,"Work Life Balance, Job Security"
Eris Lifesciences,Ahmedabad +88 other locations,3.7,(780),Pharma,"Company Culture, Work Satisfaction, Job Security"
Huhtamaki,Mumbai +41 other locations,4.0,(779),Packaging,"Work Life Balance, Skill Development / Learning, Company Culture"
Bpo Convergence,Hyderabad / Secunderabad +37 other locations,3.5,(779),BPO,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Nexdigm,Pune +12 other locations,3.8,(776),Management Consulting,Job Security
Rodic Consultants,Patna +131 other locations,4.2,(775),Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Artech Infosystems,Bangalore / Bengaluru +21 other locations,3.3,(774),Recruitment,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Integra Software Services,Pondicherry / Puducherry +18 other locations,3.8,(775),IT Services & Consulting,Job Security
Border Security Force,New Delhi +109 other locations,4.4,(774),Law Enforcement & Security,"Job Security, Salary & Benefits, Company Culture"
Better.com,Gurgaon / Gurugram +10 other locations,3.0,(773),Financial Services,Salary & Benefits
NTT,Mumbai +41 other locations,3.8,(772),IT Services & Consulting,"Work Life Balance, Job Security"
BDR Pharmaceuticals International,Vadodara +24 other locations,4.2,(772),Pharma,"Job Security, Company Culture, Skill Development / Learning"
Forever Living Products,Mumbai +96 other locations,4.3,(772),Fitness & Wellness,"Company Culture, Job Security, Skill Development / Learning"
Greaves Cotton,Aurangabad +45 other locations,4.0,(771),Auto Components,"Work Life Balance, Company Culture"
Tata Power Solar,Bangalore / Bengaluru +85 other locations,4.1,(770),Power,"Job Security, Skill Development / Learning, Company Culture"
Porter,Bangalore / Bengaluru +30 other locations,3.7,(768),Internet,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Bill Gosling Outsourcing India,Gurgaon / Gurugram +13 other locations,3.5,(768),BPO,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
India Shelter Finance Corporation,Gurgaon / Gurugram +171 other locations,3.8,(769),NBFC,
Cigniti Technologies,Hyderabad / Secunderabad +9 other locations,3.7,(767),IT Services & Consulting,Promotions / Appraisal
Dunzo,Bangalore / Bengaluru +20 other locations,3.4,(766),Internet,"Job Security, Promotions / Appraisal, Work Satisfaction"
Alorica,Bangalore / Bengaluru +16 other locations,3.0,(765),BPO,"Promotions / Appraisal, Company Culture, Work Life Balance"
Luxoft,Bangalore / Bengaluru +22 other locations,3.6,(765),IT Services & Consulting,Work Life Balance
Luxoft,Bangalore / Bengaluru +22 other locations,3.6,(765),IT Services & Consulting,Work Life Balance
Motherson Sumi Wiring,Noida +39 other locations,3.7,(765),Electrical Equipment,Job Security
Sunbeam Auto,Gurgaon / Gurugram +29 other locations,3.8,(761),Auto Components,Promotions / Appraisal
Linde India,Vadodara +54 other locations,3.9,(761),Oil & Gas,Work Life Balance
Wipro PARI,Pune +25 other locations,3.3,(760),Industrial Automation,"Work Life Balance, Promotions / Appraisal, Company Culture"
Hitachi,Bangalore / Bengaluru +84 other locations,4.0,(760),Industrial Machinery,"Company Culture, Work Life Balance, Job Security"
IBS Software Services,Kochi +18 other locations,3.6,(756),Software Product,Job Security
Poly Medicure,Faridabad +42 other locations,3.6,(756),Medical Equipment,"Company Culture, Job Security, Promotions / Appraisal"
1 India Family Mart,New Delhi +99 other locations,4.6,(756),Retail,"Company Culture, Work Life Balance, Work Satisfaction"
Metso,Alwar +46 other locations,4.1,(756),Metals & Mining,"Work Life Balance, Company Culture, Job Security"
Clarivate,Bangalore / Bengaluru +16 other locations,3.7,(754),Analytics & KPO,"Work Life Balance, Company Culture"
Franklin Templeton Investments,Hyderabad / Secunderabad +32 other locations,4.0,(753),Financial Services,"Work Life Balance, Company Culture"
Engineers India,,4.2,(752),New Delhi +83 other locations,"Work Life Balance, Skill Development / Learning, Company Culture"
JK Paper,Rayagada +52 other locations,3.9,(752),Pulp & Paper,Job Security
Baxter International,Bangalore / Bengaluru +30 other locations,3.8,(752),Healthcare,"Work Life Balance, Salary & Benefits"
Orion Edutech,Kolkata +114 other locations,3.2,(752),EdTech,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Zydus Healthcare,Mumbai +104 other locations,3.9,(752),Pharma,Salary & Benefits
Qualitest,Bangalore / Bengaluru +21 other locations,3.6,(752),IT Services & Consulting,"Promotions / Appraisal, Job Security, Salary & Benefits"
Indo Autotech,Faridabad +32 other locations,3.9,(751),Auto Components,Salary & Benefits
Eveready Industries,Kolkata +102 other locations,3.8,(751),Consumer Electronics & Appliances,Salary & Benefits
Truhome Finance,Mumbai +148 other locations,3.6,(752),FinTech,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Sutherland Healthcare Solutions,Hyderabad / Secunderabad +12 other locations,3.7,(751),Analytics & KPO,Job Security
Satya MicroCapital,New Delhi +173 other locations,3.6,(751),Financial Services,Salary & Benefits
Advik Hi Tech,Pune +27 other locations,3.7,(750),Auto Components,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Maveric Systems,Chennai +10 other locations,3.3,(749),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
SLK Global Services,Bangalore / Bengaluru +8 other locations,3.8,(748),BPO,Company Culture
Casagrand,Chennai +17 other locations,3.8,(747),Real Estate,Job Security
THE LEELA PALACES HOTELS & RESORTS,New Delhi +32 other locations,4.0,(747),Hospitality,"Job Security, Skill Development / Learning, Company Culture"
K Raheja Corp,Mumbai +18 other locations,4.3,(746),Real Estate,"Work Life Balance, Company Culture, Job Security"
CADD Centre Training Services,Chennai +133 other locations,4.0,(747),Education & Training,"Skill Development / Learning, Company Culture, Work Satisfaction"
Microtek International,New Delhi +116 other locations,3.7,(746),Consumer Electronics & Appliances,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
First Advantage,Bangalore / Bengaluru +12 other locations,3.5,(745),Recruitment,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Ather Energy,Bangalore / Bengaluru +61 other locations,4.1,(745),Automobile,"Company Culture, Work Life Balance, Skill Development / Learning"
Rockwell Automation,Pune +22 other locations,3.6,(744),Industrial Automation,Work Life Balance
DBG Technology,Rewari +24 other locations,3.6,(744),Electronics Manufacturing,"Company Culture, Promotions / Appraisal, Work Satisfaction"
UKG,Noida +11 other locations,3.0,(745),Software Product,"Job Security, Work Satisfaction, Promotions / Appraisal"
Careernet,Bangalore / Bengaluru +23 other locations,3.6,(743),Recruitment,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Rallis India,Ankleshwar +111 other locations,4.1,(743),Agro Chemicals,"Job Security, Company Culture, Work Life Balance"
Quatrro Business Support Services,,3.3,(742),Gurgaon / Gurugram +13 other locations,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
PUMA,Bangalore / Bengaluru +95 other locations,4.1,(742),Fashion & Textile,"Company Culture, Job Security, Skill Development / Learning"
Victora Auto Private Limited,Faridabad +28 other locations,3.9,(742),Auto Components,Skill Development / Learning
Pratap Technocrats,Ahmedabad +116 other locations,3.7,(742),Telecom,"Promotions / Appraisal, Salary & Benefits"
Syneos Health,Gurgaon / Gurugram +13 other locations,3.6,(742),Clinical Research,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Cohance Lifesciences,Hyderabad / Secunderabad +22 other locations,3.8,(740),Pharma,Work Life Balance
Samsung E&A,Noida +48 other locations,4.0,(738),Engineering & Construction,"Salary & Benefits, Work Life Balance, Job Security"
JioStar,,3.6,(738),Mumbai +42 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning"
RR kabel,Vadodara +110 other locations,4.0,(738),Electrical Equipment,"Work Life Balance, Job Security, Company Culture"
BNP Paribas India Solutions,Mumbai +9 other locations,3.7,(738),IT Services & Consulting,"Job Security, Work Life Balance"
Wipro Consumer Care & Lighting,Bangalore / Bengaluru +112 other locations,3.7,(737),FMCG,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
KMV Projects Limited,Hyderabad / Secunderabad +66 other locations,4.2,(737),Engineering & Construction,"Salary & Benefits, Company Culture, Work Life Balance"
Times Internet,Noida +24 other locations,3.4,(736),Internet,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Vertex Customer Solutions,Chennai +33 other locations,3.6,(736),IT Services & Consulting,"Salary & Benefits, Work Satisfaction, Job Security"
Simplilearn,Bangalore / Bengaluru +9 other locations,3.1,(734),EdTech,"Promotions / Appraisal, Work Satisfaction, Job Security"
Progressive Infotech,Noida +64 other locations,3.3,(733),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Lea Associates South Asia,New Delhi +134 other locations,4.2,(733),Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Fleetguard Filters,Pune +85 other locations,4.2,(733),Auto Components,"Company Culture, Work Life Balance, Salary & Benefits"
Mswipe Technologies,Mumbai +95 other locations,3.2,(731),FinTech,"Promotions / Appraisal, Job Security, Company Culture"
HSBC Software Development,,4.1,(731),Pune +8 other locations,"Work Life Balance, Company Culture, Job Security"
Prama Hikvision India,Mumbai +53 other locations,3.6,(732),Electronics Manufacturing,"Promotions / Appraisal, Company Culture, Work Satisfaction"
ffreedom app,Bangalore / Bengaluru +26 other locations,3.5,(730),Internet,"Job Security, Work Satisfaction, Promotions / Appraisal"
Denave,Noida +66 other locations,3.5,(729),Marketing & Advertising,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Wipro Infrastructure Engineering,Bangalore / Bengaluru +38 other locations,3.7,(729),Industrial Machinery,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Somany Ceramics,New Delhi +81 other locations,4.1,(729),Building Material,"Work Life Balance, Job Security, Company Culture"
Chennai Radha Engineering Works,Chennai +56 other locations,3.9,(728),Engineering & Construction,"Job Security, Skill Development / Learning, Company Culture"
Toyo Engineering,Mumbai +39 other locations,4.0,(728),Engineering & Construction,"Job Security, Skill Development / Learning"
Indusind Marketing & Financial Services,Chennai +268 other locations,3.8,(728),Financial Services,Work Life Balance
McDermott International,Chennai +32 other locations,4.2,(728),Engineering & Construction,"Work Life Balance, Company Culture, Salary & Benefits"
RenewBuy,Gurgaon / Gurugram +102 other locations,3.4,(726),Internet,"Promotions / Appraisal, Job Security, Work Satisfaction"
Principal Global Services,Pune +11 other locations,3.8,(725),Insurance,"Job Security, Work Life Balance"
Zudio,New Delhi +130 other locations,3.9,(726),Retail,"Job Security, Skill Development / Learning, Salary & Benefits"
Hitachi Digital Services,Hyderabad / Secunderabad +14 other locations,3.5,(724),IT Services & Consulting,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Radical Minds,Gurgaon / Gurugram +13 other locations,2.8,(725),BPO,"Promotions / Appraisal, Job Security, Salary & Benefits"
Praj Industries,Pune +44 other locations,4.0,(723),Biotechnology,"Company Culture, Job Security, Work Life Balance"
Assystem,Chennai +67 other locations,3.5,(723),Power,"Promotions / Appraisal, Company Culture, Job Security"
Action Construction Equipment,Faridabad +59 other locations,3.7,(725),Industrial Machinery,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Axtria,Gurgaon / Gurugram +8 other locations,2.9,(722),Software Product,"Work Satisfaction, Company Culture, Work Life Balance"
Bitwise Solutions,Pune +8 other locations,3.9,(722),IT Services & Consulting,"Company Culture, Work Life Balance, Skill Development / Learning"
Finolex Cables,Pune +75 other locations,3.7,(721),Electrical Equipment,"Work Life Balance, Job Security"
Creambell,New Delhi +104 other locations,3.9,(721),Food Processing,"Salary & Benefits, Work Life Balance"
Creative Synergies Group,Bangalore / Bengaluru +9 other locations,4.1,(723),IT Services & Consulting,"Work Life Balance, Salary & Benefits, Company Culture"
Brane Enterprises,Hyderabad / Secunderabad +12 other locations,2.0,(721),Software Product,"Job Security, Company Culture, Work Satisfaction"
Wakefit,Bangalore / Bengaluru +49 other locations,3.8,(721),Furniture & Furnishing,Salary & Benefits
Hire In Global,,4.9,(720),Mumbai +45 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
